csv_link,description,name
http://data.ok.gov/sites/default/files/res_tax_credits_-_fiscal_year_2010_pd9h-5mb9.csv,Tax credit information represents  a credit pursuant to the Oklahoma Income Tax Act against tax liability which is taken by a taxpayer.,"
      Tax Credits - Fiscal Year 2010    "
http://data.ok.gov/sites/default/files/res_state_of_oklahoma_payroll-_q2_2014_p5ns-6stm.csv,"The payroll data represents the amount paid to an employee during the reported time period. In addition to regular pay, these amounts may include other pay types such as overtime, longevity, shift differential or terminal pay. This amount does not include any state share costs associated with the payroll i.e. FICA, state share retirement, etc. This amount may vary from an employee’s ‘salary’ due to pay adjustments or pay period timing. The payroll information will be updated monthly after the end of the month. For example, July information will be added in August.","
      State of Oklahoma Payroll- Q2 2014    "
http://data.ok.gov/sites/default/files/res_2013_transportation_department_rights_of_way_inventory_list_ns5c-44g2.csv,"The Oklahoma Department of Transportation maintains approximately 12,260 miles of state and interstate highways. The widths of highway rights of way (ROW) vary depending on the highway's functional classification and other factors. Variation of right of way widths is dependent upon several characteristics such as drainage, topography, geometrics, and utilities. Correspondingly, right of way widths vary anywhere from approximately 80 feet to 300 plus feet based on the necessity at any given location.","
      2013 Transportation Department Rights Of Way Inventory List    "
http://data.ok.gov/sites/default/files/res_purchase_card_%28pcard%29_-_fiscal_year_2013_p35f-e3cf.csv,"This dataset contains information on purchases made through the purchase card programs administered by the state and higher ed institutions. The purchase card information will be updated monthly after the end of the month. For example, July information will be added in August.","
      Purchase Card (PCard) - Fiscal Year 2013    "
http://data.ok.gov/sites/default/files/res_2014_turnpike_authority_rights_of_way_inventory_list_tcpv-xf67.csv,"The Turnpike Authority is authorized to construct, maintain, repair and operate turnpike projects at locations authorized by the Legislature of the State of Oklahoma and approved by the Department of Transportation. The Turnpike Authority has provided the following Rights of Way and Easement data for all ten Oklahoma turnpikes.","
      2014 Turnpike Authority Rights Of Way Inventory List    "
http://data.ok.gov/sites/default/files/res_revolving_funds_-_march_2014_sf6h-q3yc.csv,A detailed listing of all state revolving funds and the amount.,"
      Revolving Funds - March 2014    "
http://data.ok.gov/sites/default/files/res_2014_report_of_5%25_most_underutilized_properties-_tier_3_npks-m9id.csv,"The Tier 3 Report of the 5% Most Underutilized Properties contains the properties that were deemed to be the most underutilized of all state owned properties.   Underutilized properties are defined as buildings, facilities, and land that were reported as being utilized 50% or less.  Properties deemed unsuitable for divestment were removed from the comprehensive listing of underutilized properties to create the Tier 2 Underutilized Property Report.   Estimated assessed values were assigned to the divestible properties.  The 5% of the total reported underutilized properties that are divestible and have the  highest assessed or estimated value are listed on the Tier 3 Report of the 5% Most Underutilized Properties.","
      2014 Report Of 5% Most Underutilized Properties- Tier 3    "
http://data.ok.gov/sites/default/files/res_2013_real_property_inventory_map_wm97-uj6t.csv,"The Real Property Inventory List is a comprehensive listing of all properties owned by the State of Oklahoma as reported to the OMES. The properties listed are sorted by agency, whether the property is owned or leased, and location.","
      2013 Real Property Inventory List    "
http://data.ok.gov/sites/default/files/res_average_employee_benefit_cost_comparison_rc3m-jvyy.csv,"Breakdown of the employer benefits of the state’s package compared to those of the external labor market. The average cost is calculated based on the employers’ contribution in relation to the respective average state benchmark salary and the average market salary. For dental insurance, the 2012 Survey data not available.  2011 data has been escalated by 4.0% based on trend figures from the Sibson Consulting 2012 Health Plan Cost Trend Survey; for Basic Life Insurance & Disability Insurance, the data comes from the 2010/2011 Towers Watson Survey Report on Employee Benefits Policies & Practices; for sick leave accrual days, the data comes from the 2010/2011 Towers Watson Survey Report on Employee Benefits Policies & Practices; and for the market amount for defined benefit retirement plan, the data comes from the NASRA FY 2011 Public Fund Survey Report.","
      Average Employee Benefit Cost Comparison    "
http://data.ok.gov/sites/default/files/res_revolving_funds_january_2015_t8ps-9ek7.csv,A detailed listing of all state revolving funds and the amount.,"
      Revolving Funds January 2015    "
http://data.ok.gov/sites/default/files/res_fiscal_year_2013_tax_credits_sr49-8cwt.csv,Tax credit information represents a credit pursuant to the Oklahoma Income Tax Act against tax liability which is taken by a taxpayer.,"
      Fiscal Year 2013 Tax Credits    "
http://data.ok.gov/sites/default/files/res_revolving_funds_-_october_2013_snxw-ex7z.csv,A detailed listing of all state revolving funds and the amount.,"
      Revolving Funds - October 2013    "
http://data.ok.gov/sites/default/files/res_revolving_funds_-_september_2014_qvwk-vwzq.csv,A detailed listing of all state revolving funds and the amount.,"
      Revolving Funds - September 2014    "
http://data.ok.gov/sites/default/files/res_statewide_contract_cost_savings_-_line_chart_r2sz-2zye.csv,Increase the amount of annual cost savings resulting from statewide procurement contracts from $20.2 million in 2014 to $30 million by 2019.,"
      Statewide Contract Cost Savings    "
http://data.ok.gov/sites/default/files/res_state_employee_new_hire_retention_v57m-qab5.csv,Increase the percentage of new state employee hires that are retained through 36 months from 49% in 2014 to 56% by 2019.,"
      State Employee New Hire Retention    "
http://data.ok.gov/sites/default/files/res_statewide_contracts_%26_solicitations_search_vjjs-9r4f.csv,"This utility provides searchable information on statewide contracts and solicitations for the State of Oklahoma.,Statewide contracts are written agreements between the State of Oklahoma and contractors that have been selected to provide a variety of products and services to state and local entities.,Solicitations are requests for specified products and/or services that are not available on statewide contracts. Responses to solicitations are reviewed and evaluated, and if approved, an award is made to one or more vendors. The solicitations listed on the website have a status of Open, Pending Award, Awarded, Cancelled.","
      Statewide Contracts & Solicitations Search    "
http://data.ok.gov/sites/default/files/res_revolving_funds_-_april_2013_umdd-htef.csv,A detailed listing of all state revolving funds and the amount.,"
      Revolving Funds - April 2013    "
http://data.ok.gov/sites/default/files/res_revolving_funds_-_nov_2011_utpp-9yn5.csv,A detailed listing of all state revolving funds and the amount contained in each fund to be updated on a monthly basis,"
      Revolving Funds - Nov 2011    "
http://data.ok.gov/sites/default/files/res_2013_report_of_underutilized_properties-tier_2_v5vb-ishf.csv,"The Tier 2 Underutilized Property Report contains only underutilized properties that are suitable for divestment by the State of Oklahoma.  Properties located within a campus or with deed restrictions, reversion clauses or located within a campus do not appear in the Tier 2 Underutilized Report.  Properties with future plans for utilization, generating an income, used in support of the agency mission or with environmental issues that make them unsuitable for divestment are excluded from the Tier 2 Underutilized Property Report.   Underutilized properties are defined as buildings, facilities, and land that were reported as being utilized 50% or less.","
      2013 Report of Underutilized Properties-Tier 2    "
http://data.ok.gov/sites/default/files/res_state_of_oklahoma_vendor_payments_fiscal_year_2010_uggx-hjpe.csv,"The vendor payment dataset contains payments made by state agencies and institutions of higher education that are processed through the Office of Management and Enterprise Services. These payments reflect disbursements from a state fund for the purchase of goods received, services performed, reimbursements, and payments to other governments. Travel reimbursements include the zip code of the State Capitol and not the individual’s address. For security and privacy reasons, payments related to “confidential matters” are included in the dataset; however, the payee name is replaced with “Protected Information” and the address is changed to the State Capitol address. . Also, some state agencies are authorized to make payments outside of the Office of Management and Enterprise Services from certain authorized funds. In these cases, the agency reports only the total amount of the expenditures to the Office of Management and Enterprise Services but does not report the detailed vendor payment information. Therefore, these payment details are not included in the dataset.","
      State of Oklahoma Vendor Payments Fiscal Year 2010    "
http://data.ok.gov/sites/default/files/res_energy_star_portfolio_average_rating_column_chart_exah-5dw8.csv,"The average Energy Star rating at the start of each fiscal year (beginning on July 1, 2008) for the buildings managed by the Office of Management and Enterprise Services (OMES) Division of Capital Assets Management (DCAM).","
      Energy Star Portfolio Average Rating    "
http://data.ok.gov/sites/default/files/res_revolving_funds_-_january_2014_r368-ysz9.csv,A detailed listing of all state revolving funds and the amount,"
      Revolving Funds - January 2014    "
http://data.ok.gov/sites/default/files/res_revolving_funds_-_august_2014_v5e7-bwvc.csv,A detailed listing of all state revolving funds and the amount.,"
      Revolving Funds - August 2014    "
http://data.ok.gov/sites/default/files/res_oklahoma_lottery_commission_retailer_ranking_from_july_1%2C_2012-nov._3%2C_2012_tequ-fms8.csv,"Oklahoma Lottery Commission retailer ranking based on total sales for all retailers and terminal types from July 1, 2012 to Nov. 3, 2012.","
      Oklahoma Lottery Commission Retailer Ranking From July 1, 2012-Nov. 3, 2012    "
http://data.ok.gov/sites/default/files/res_state_of_oklahoma_vendor_payments_fiscal_year_2012_wvi8-5sur.csv,"The vendor payment dataset contains payments made by state agencies and institutions of higher education that are processed through the Office of Management and Enterprise Services. These payments reflect disbursements from a state fund for the purchase of goods received, services performed, reimbursements, and payments to other governments. Travel reimbursements include the zip code of the State Capitol and not the individual’s address. For security and privacy reasons, payments related to “confidential matters” are included in the dataset; however, the payee name is replaced with “Protected Information” and the address is changed to the State Capitol address. . Also, some state agencies are authorized to make payments outside of the Office of Management and Enterprise Services from certain authorized funds. In these cases, the agency reports only the total amount of the expenditures to the Office of Management and Enterprise Services but does not report the detailed vendor payment information. Therefore, these payment details are not included in the dataset.","
      State of Oklahoma Vendor Payments Fiscal Year 2012    "
http://data.ok.gov/sites/default/files/res_revolving_funds_-_august_2013_wka4-quj7.csv,A detailed listing of all state revolving funds and the amount.,"
      Revolving Funds - August 2013    "
http://data.ok.gov/sites/default/files/res_state_of_oklahoma_payroll__q4_2014_uawb-szz3.csv,"The payroll data represents the amount paid to an employee during the reported time period. In addition to regular pay, these amounts may include other pay types such as overtime, longevity, shift differential or terminal pay. This amount does not include any state share costs associated with the payroll i.e. FICA, state share retirement, etc. This amount may vary from an employee’s ‘salary’ due to pay adjustments or pay period timing. The payroll information will be updated monthly after the end of the month. For example, July information will be added in August.","
      State of Oklahoma Payroll  Q4 2014    "
http://data.ok.gov/sites/default/files/res_funding_summary_fiscal_year_2014_wa4v-3fd8.csv,"The Funding dataset provides information for the current fiscal year (to-date) and the three prior fiscal years. The funding information is first presented by high-level funding categories including: • Assets Held for Others • Taxes and Interest Income • Licenses, Permits, Tuition, Fees and Other • Federal Grants • Appropriations Each Funding category (class) may be further viewed by sub-class and detail funding type.","
      Funding Summary Fiscal Year 2014    "
http://data.ok.gov/sites/default/files/res_revolving_funds_november_2014_w445-tnnq.csv,A detailed listing of all state revolving funds and the amount.,"
      Revolving Funds November 2014    "
http://data.ok.gov/sites/default/files/res_state_of_oklahoma_payroll_q2_2013_wywj-5she.csv,"The payroll data represents the amount paid to an employee during the reported time period. In addition to regular pay, these amounts may include other pay types such as overtime, longevity, shift differential or terminal pay. This amount does not include any state share costs associated with the payroll i.e. FICA, state share retirement, etc. This amount may vary from an employee’s ‘salary’ due to pay adjustments or pay period timing. The payroll information will be updated monthly after the end of the month. For example, July information will be added in August.","
      State of Oklahoma Payroll Q2 2013    "
http://data.ok.gov/sites/default/files/res_pay_band_average_salary_wji9-i7ig.csv,"Salary information for State of Oklahoma employees by pay band, including average, maximum and minimum, and the size of the range by pay band.","
      Pay Band Average Salary    "
http://data.ok.gov/sites/default/files/res_tax_delinquency_rate_w2qy-2yix.csv,Decrease the tax delinquency rate from 6% in 2013 to 3% by 2018.,"
      Tax Delinquency Rate    "
http://data.ok.gov/sites/default/files/res_revolving_funds_-_may_2013_vwma-gaby.csv,A detailed listing of all state revolving funds and the amount.,"
      Revolving Funds - May 2013    "
http://data.ok.gov/sites/default/files/res_oklahoma_lottery_commission_retailer_ranking_from_oct._12%2C_2005-june_6%2C_2006_vnfc-cx9t.csv,"Oklahoma Lottery Commission retailer ranking based on total sales for all retailers and terminal types from Oct. 12, 2005-June 6, 2006.","
      Oklahoma Lottery Commission Retailer Ranking From Oct. 12, 2005-June 6, 2006    "
http://data.ok.gov/sites/default/files/res_revolving_funds_-_dec_2011_w2d7-jpny.csv,A detailed listing of all state revolving funds and the amount contained in each fund to be updated on a monthly basis,"
      Revolving Funds - Dec 2011    "
http://data.ok.gov/sites/default/files/res_vacation_and_sick_day_comparison_ycet-mnvb.csv,Comparison of vacation and sick days portion of the employee benefits package. The overall data is based on policy and statue for the current fiscal year. The market estimate for sick days/leave is based on the 2011 Towers Watson Survey General Industry Benefit Policies and Practices Survey Report.,"
      Vacation And Sick Day Comparison    "
http://data.ok.gov/sites/default/files/res_2014_transportation_department_rights_of_way_inventory_map_8rsk-yuix.csv,"The Oklahoma Department of Transportation maintains approximately 12,260 miles of state and interstate highways. The widths of highway rights of way (ROW) vary depending on the highway's functional classification and other factors. Variation of right of way widths is dependent upon several characteristics such as drainage, topography, geometrics, and utilities. Correspondingly, right of way widths vary anywhere from approximately 80 feet to 300 plus feet based on the necessity at any given location.","
      2014 Transportation Department Rights Of Way Inventory List    "
http://data.ok.gov/sites/default/files/res_state_of_oklahoma_payroll_-_q1_2011_xxvf-kunf.csv,"The payroll data represents the amount paid to an employee during the reported time period. In addition to regular pay, these amounts may include other pay types such as overtime, longevity, shift differential or terminal pay. This amount does not include any state share costs associated with the payroll i.e. FICA, state share retirement, etc. This amount may vary from an employee’s ‘salary’ due to pay adjustments or pay period timing. The payroll information will be updated monthly after the end of the month. For example, July information will be added in August.","
      State of Oklahoma Payroll - Q1 2011    "
http://data.ok.gov/sites/default/files/res_state_of_oklahoma_payroll_-_q4_2013_xw8q-rk62.csv,"The payroll data represents the amount paid to an employee during the reported time period. In addition to regular pay, these amounts may include other pay types such as overtime, longevity, shift differential or terminal pay. This amount does not include any state share costs associated with the payroll i.e. FICA, state share retirement, etc. This amount may vary from an employee’s ‘salary’ due to pay adjustments or pay period timing. The payroll information will be updated monthly after the end of the month. For example, July information will be added in August.","
      State of Oklahoma Payroll - Q4 2013    "
http://data.ok.gov/sites/default/files/res_oklahoma_lottery_commission_retailer_ranking_from_july_1%2C_2008-june_30%2C_2009_yv88-ufac.csv,"Oklahoma Lottery Commission retailer ranking based on total sales for all retailers and terminal types from July 1, 2008 to June 30, 2009.","
      Oklahoma Lottery Commission Retailer Ranking From July 1, 2008-June 30, 2009    "
http://data.ok.gov/sites/default/files/res_state_of_oklahoma_payroll_-_q2_2012_xuiz-kx8d.csv,"The payroll data represents the amount paid to an employee during the reported time period. In addition to regular pay, these amounts may include other pay types such as overtime, longevity, shift differential or terminal pay. This amount does not include any state share costs associated with the payroll i.e. FICA, state share retirement, etc. This amount may vary from an employee’s ‘salary’ due to pay adjustments or pay period timing. The payroll information will be updated monthly after the end of the month. For example, July information will be added in August.","
      State of Oklahoma Payroll - Q2 2012    "
http://data.ok.gov/sites/default/files/res_revolving_funds_-_september_2012_x8xs-8jfm.csv,A detailed listing of all state revolving funds and the amount contained in each fund to be updated on a monthly basis,"
      Revolving Funds - September 2012    "
http://data.ok.gov/sites/default/files/res_fy2016_capital_improvement_recommendations_cgdx-krsq.csv,List of capital improvements recommended for Fiscal Year 2016.,"
      FY2016 Capital Improvement Recommendations    "
http://data.ok.gov/sites/default/files/res_state_of_oklahoma_payroll_calendar_year_2015_ntv8-isvj.csv,"The payroll data represents the amount paid to an employee during the reported time period. In addition to regular pay, these amounts may include other pay types such as overtime, longevity, shift differential or terminal pay. This amount does not include any state share costs associated with the payroll i.e. FICA, state share retirement, etc. This amount may vary from an employee’s ‘salary’ due to pay adjustments or pay period timing. The payroll information will be updated monthly after the end of the month. For example, July information will be added in August.","
      State of Oklahoma Payroll Calendar Year 2015    "
http://data.ok.gov/sites/default/files/res_fiscal_year_2014_tax_credits_wz56-ufsc.csv,Tax credit information represents a credit pursuant to the Oklahoma Income Tax Act against tax liability which is taken by a taxpayer.,"
      Fiscal Year 2014 Tax Credits    "
http://data.ok.gov/sites/default/files/res_comparison_of_actual_earnings_to_estimated_earnings%2C_fiscal_year_to_date_%28june_30%2C_2011%29_t2r9-cygn.csv,Comparison of actual earnings to estimated earnings for investments made with State of Oklahoma dollars,"
      Comparison of Actual Earnings to Estimated Earnings, Fiscal Year to Date (June 30, 2011)    "
http://data.ok.gov/sites/default/files/res_data_5brg-cqpz.csv,"The payroll data represents the amount paid to an employee during the reported time period. In addition to regular pay, these amounts may include other pay types such as overtime, longevity, shift differential or terminal pay. This amount does not include any state share costs associated with the payroll i.e. FICA, state share retirement, etc. This amount may vary from an employee’s ‘salary’ due to pay adjustments or pay period timing. The payroll information will be updated monthly after the end of the month. For example, July information will be added in August.","
      State of Oklahoma Payroll - Q3 2013    "
http://data.ok.gov/sites/default/files/res_2014_real_property_inventory_list_qphg-jk8y.csv,"The Real Property Inventory List is a comprehensive listing of all properties owned and leased by the State of Oklahoma as reported to the OMES. The properties listed are sorted by agency, whether the property is owned or leased, and location.","
      2014 Real Property Inventory List    "
http://data.ok.gov/sites/default/files/res_revolving_funds_june_2015_gznu-nywk.csv,A detailed listing of all state revolving funds and the amount.,"
      Revolving Funds June 2015    "
http://data.ok.gov/sites/default/files/Primary_Government_Sources_of_Revenue.csv,Sources of revenue for State of Oklahoma government by broad category.,"
      Primary Government Sources of Revenue    "
http://data.ok.gov/sites/default/files/res_tax_credits_-_fiscal_year_2009_yw7n-569k.csv,Tax Credit information represents a credit pursuant to the Oklahoma Income Tax Act against tax liability which is taken by a taxpayer.,"
      Tax Credits - Fiscal Year 2009    "
http://data.ok.gov/sites/default/files/res_state_of_oklahoma_payroll_-_q2_2011_zq4p-xiiw.csv,"The payroll data represents the amount paid to an employee during the reported time period. In addition to regular pay, these amounts may include other pay types such as overtime, longevity, shift differential or terminal pay. This amount does not include any state share costs associated with the payroll i.e. FICA, state share retirement, etc. This amount may vary from an employee’s ‘salary’ due to pay adjustments or pay period timing. The payroll information will be updated monthly after the end of the month. For example, July information will be added in August.","
      State of Oklahoma Payroll - Q2 2011    "
http://data.ok.gov/sites/default/files/res_revolving_funds_-_june_2012_2qwh-j34a.csv,A detailed listing of all state revolving funds and the amount contained in each fund to be updated on a monthly basis,"
      Revolving Funds - June 2012    "
http://data.ok.gov/sites/default/files/Rainy_Day_Fund.csv,Year end amounts of the State of Oklahoma Rainy Day Fund.,"
      Rainy Day Fund    "
http://data.ok.gov/sites/default/files/res_audit_coverage_avzi-i7nw.csv,Maintain the percentage of state and federal funds audited at 85% or more every year through 2018.,"
      Audit Coverage    "
http://data.ok.gov/sites/default/files/Primary_Government_Functional_Expenses.csv,Expenses for State of Oklahoma government sources by major categories.,"
      Primary Government Functional Expenses    "
http://data.ok.gov/sites/default/files/res_state_of_oklahoma_vendor_payments_fiscal_year_2014_533t-tyh4.csv,"The vendor payment dataset contains payments made by state agencies and institutions of higher education that are processed through the Office of Management and Enterprise Services. These payments reflect disbursements from a state fund for the purchase of goods received, services performed, reimbursements, and payments to other governments. Travel reimbursements include the zip code of the State Capitol and not the individual’s address. For security and privacy reasons, payments related to “confidential matters” are included in the dataset; however, the payee name is replaced with “Protected Information” and the address is changed to the State Capitol address.  . Also, some state agencies are authorized to make payments outside of the Office of Management and Enterprise Services from certain authorized funds. In these cases, the agency reports only the total amount of the expenditures to the Office of Management and Enterprise Services but does not report the detailed vendor payment information. Therefore, these payment details are not included in the dataset.","
      State of Oklahoma Vendor Payments Fiscal Year 2014    "
http://data.ok.gov/sites/default/files/res_expenditure_summary_-_fiscal_year_2009_hdrp-he47.csv,"Provides expenditure data summarized by each agency and general ledger account. The general ledger account may be viewed by major class, sub-class or detail expenditure code. Examples of the major class expenditure category include:","
      Expenditure Summary - Fiscal Year 2009    "
http://data.ok.gov/sites/default/files/res_fy2015-2022_capital_improvements_plan%3A_funding_recommendations_by_agency_afqr-jh6y.csv,This dataset contains all projects submitted by State of Oklahoma agencies for consideration by the Long Range Capital Planning Commission for inclusion in the FY 2015-2022 Capital Improvements Plan and FY2015 Annual Capital Budget.,"
      Capital Improvements Plan Project Submittals (Fiscal Year 2015)    "
http://data.ok.gov/sites/default/files/res_expenditure_summary_-_fiscal_year_2011_35sq-wrr4.csv,"Provides expenditure data summarized by each agency and general ledger account. The general ledger account may be viewed by major class, sub-class or detail expenditure code. Examples of the major class expenditure category include:","
      Expenditure Summary - Fiscal Year 2011    "
http://data.ok.gov/sites/default/files/res_expenditure_summary_-_fiscal_year_2008_dfev-hht9.csv,"Provides expenditure data summarized by each agency and general ledger account. The general ledger account may be viewed by major class, sub-class or detail expenditure code. Examples of the major class expenditure category include:","
      Expenditure Summary - Fiscal Year 2008    "
http://data.ok.gov/sites/default/files/res_outstanding_bond_issues_we3k-dmvu_1.csv,Outstanding capital bond issues for the State of Oklahoma.,"
      Outstanding Bond Issues    "
http://data.ok.gov/sites/default/files/res_cng_fleet_vehicles_xiz5-k2pe.csv,Increase the percentage of Compressed Natural Gas (CNG) light-duty and passenger vehicles in the statewide fleet from 7.4% in 2014 to 18% by 2018.,"
      CNG Fleet Vehicles    "
http://data.ok.gov/sites/default/files/res_unspsc_codes_uqsf-qkqb.csv,The United Nations Standard Products and Services Code (UNSPSC) is a hierarchical convention that is used to classify all products and services.,"
      UNSPSC Codes    "
http://data.ok.gov/sites/default/files/res_expenditure_summary_-_fiscal_year_2013_35vw-vs22.csv,"Provides expenditure data summarized by each agency and general ledger account. The general ledger account may be viewed by major class, sub-class or detail expenditure code. Examples of the major class expenditure category include:","
      Expenditure Summary - Fiscal Year 2013    "
http://data.ok.gov/sites/default/files/res_expenditure_summary_-_fiscal_year_2010_k75n-maif.csv,"Provides expenditure data summarized by each agency and general ledger account. The general ledger account may be viewed by major class, sub-class or detail expenditure code. Examples of the major class expenditure category include:","
      Expenditure Summary - Fiscal Year 2010    "
http://data.ok.gov/sites/default/files/res_funding_summary_-_fiscal_year_2013_u7b8-byas.csv,"The Funding dataset provides information for the current fiscal year (to-date) and the three prior fiscal years. The funding information is first presented by high-level funding categories including:,Each Funding category (class) may be further viewed by sub-class and detail funding type.","
      Funding Summary - Fiscal Year 2013    "
http://data.ok.gov/sites/default/files/res_request_for_exemption_from_competitive_bid_7ikm-sxss_0.csv,Requests from state agencies for acquisition of products without the competitive bid process.,"
      Request for Exemption from Competitive Bid    "
http://data.ok.gov/sites/default/files/res_funding_summary_-_fiscal_year_2011_n9gh-irbu.csv,"The Funding dataset provides information for the current fiscal year (to-date) and the three prior fiscal years. The funding information is first presented by high-level funding categories including:,Each Funding category (class) may be further viewed by sub-class and detail funding type.","
      Funding Summary - Fiscal Year 2011    "
http://data.ok.gov/sites/default/files/res_debt_per_capita_4n6g-bz7s.csv,Maintain the State of Oklahoma debt per capita at less than the national average every year through 2018.,"
      Debt Per Capita    "
http://data.ok.gov/sites/default/files/res_funding_summary_-_fiscal_year_2010_yhbd-sdyw.csv,"The Funding dataset provides information for the current fiscal year (to-date) and the three prior fiscal years. The funding information is first presented by high-level funding categories including:,Each Funding category (class) may be further viewed by sub-class and detail funding type.","
      Funding Summary - Fiscal Year 2010    "
http://data.ok.gov/sites/default/files/res_energy_star_certification_a57w-dtcg.csv,Increase the number of state-operated facilities that are eligible for Energy Star certification from 10 in 2012 to 25 by 2018.,"
      Energy Star Certification    "
http://data.ok.gov/sites/default/files/res_moodys_bond_rating_j3uz-tqvh.csv,Increase the Moodys bond rating of the State of Oklahoma from Aa2 in 2014 to Aa1 by 2018.,"
      Moodys Bond Rating    "
http://data.ok.gov/sites/default/files/res_funding_summary_-_fiscal_year_2009_5sui-v8ct.csv,"The Funding dataset provides information for the current fiscal year (to-date) and the three prior fiscal years. The funding information is first presented by high-level funding categories including:,Each Funding category (class) may be further viewed by sub-class and detail funding type.","
      Funding Summary - Fiscal Year 2009    "
http://data.ok.gov/sites/default/files/res_fiscal_year_2012_turnover_rate_by_job_family_level_cftp-ptzv.csv,Turnover rates by Job Family Level for employees in classified service with the State of Oklahoma.,"
      Fiscal Year 2012 Turnover Rate By Job Family Level    "
http://data.ok.gov/sites/default/files/res_funding_summary_-_fiscal_year_2008_a2xj-nhth.csv,"The Funding dataset provides information for the current fiscal year (to-date) and the three prior fiscal years. The funding information is first presented by high-level funding categories including:,Each Funding category (class) may be further viewed by sub-class and detail funding type.","
      Funding Summary - Fiscal Year 2008    "
http://data.ok.gov/sites/default/files/res_tax_return_error_rate_-_column_chart_uevs-gnju.csv,Decrease the percentage of income tax returns rejected due to error from 3.7% in 2013 to 2% by 2018.,"
      Tax Return Error Rate    "
http://data.ok.gov/sites/default/files/res_general_revenue_estimate_accuracy_kvqy-xvrp_0.csv,Maintain accurate general revenue estimates to ensure collections between 97% and 103% of the final annual estimate every year through 2018.,"
      General Revenue Estimate Accuracy    "
http://data.ok.gov/sites/default/files/res_oklahoma_annual_investment_performance_chart%2C_fy_2004-2011_k5ga-mzky.csv,"Data showing the earnings generated from the investment of state funds by the State Treasurer, beginning in fiscal year 2004.","
      Oklahoma Annual Investment Performance    "
http://data.ok.gov/sites/default/files/res_state_employee_turnover_rate_-_column_chart_s5ex-72x4.csv,Maintain the state employee turnover rate at or below the annual regional average of surrounding states every year through 2019.,"
      State Employee Turnover Rate    "
